value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
26693,id,36211,id_1,36212,id_2,"Тяжело ранена турецкая певица, получавшая угрозы из-за конкурса на ТВ",text_1,Турецкую певицу тяжело ранили во время репетиции музыкального конкурса,text_2,0,class
26694,id,36213,id_1,36214,id_2,"Работы по строительству ""Турецкого потока"" начнутся в июне",text_1,Укладка «Турецкого потока» на мелководье начнется в июне,text_2,0,class
26696,id,36217,id_1,36216,id_2,Лавров: РФ высоко ценит решения СЕ в отношении кризиса на Украине,text_1,Лавров: Мандат СЕ на расследование преступлений на Украине надо расширить,text_2,-1,class
26698,id,36219,id_1,36220,id_2,Карасин: Россия и США договорились продолжать контакты по Украине,text_1,США и Россия придумали альтернативу «нормандской четверке» по Украине,text_2,-1,class
26699,id,36221,id_1,36222,id_2,Полтавченко предложил совместить празднование Дня города и торжества в честь чемпионства «Зенита»,text_1,"Полтавченко хочет отметить чемпионство ФК ""Зенит"" в рамках Дня города",text_2,0,class
26700,id,36223,id_1,36224,id_2,Кабмин внес в Раду законопроект о моратории на выплату внешних долгов,text_1,В Верховную раду внесен закон о моратории на выплату внешнего долга,text_2,0,class
26701,id,36225,id_1,36226,id_2,Путин проведет встречу по межнациональным отношениям и русскому языку,text_1,Путин заявил о недопустимости самоизоляции русского языка,text_2,-1,class
26702,id,36227,id_1,36228,id_2,Генсек НАТО призвал Россию к большей прозрачности с военными учениями,text_1,Генсек НАТО призвал Россию вывести войска и вооружения с Украины,text_2,-1,class
26704,id,36231,id_1,36230,id_2,"Объявлены финалисты литературной премии ""Большая книга""",text_1,Пелевин и Рубина стали финалистами премии «Большая книга»,text_2,0,class
26706,id,36234,id_1,36235,id_2,Источник: десять стран ЕС против квот на прием нелегальных мигрантов,text_1,Против квот для беженцев выступили десять стран ЕС,text_2,0,class
26707,id,36236,id_1,36237,id_2,Рособрнадзор перепроверит результаты ЕГЭ высокобалльников,text_1,Рособрнадзор запретил Аpple Watch на ЕГЭ,text_2,-1,class
26708,id,36238,id_1,36239,id_2,Бахрейн и Россия подписали договор о военно-техническом сотрудничестве,text_1,Россия и Бахрейн подписали договор о военно-техническом сотрудничестве,text_2,1,class
26709,id,36233,id_1,36240,id_2,Рада дала кабмину Украины право ввести мораторий на выплату долга России,text_1,Рада разрешила правительству Украины забыть о долгах перед Россией,text_2,1,class
26710,id,36241,id_1,36242,id_2,"Истребитель венгерских ВВС разбился в Чехии, пилоты катапультировались",text_1,Венгерский истребитель разбился на учениях стран НАТО,text_2,0,class
26711,id,36243,id_1,36244,id_2,"Госдума обсудит с вице-премьером Рогозиным госкорпорацию ""Роскосмос""",text_1,Госдума в первом чтении одобрила создание госкорпорации «Роскосмос»,text_2,-1,class
26713,id,36247,id_1,36248,id_2,Девушка покусала автоинспектора на Ставрополье из-за штрафа,text_1,На Ставрополье женщина покусала автоинспектора,text_2,0,class
26714,id,36249,id_1,36250,id_2,Суд приостановил работу «Макдоналдса» на ВДНХ,text_1,Суд временно закрыл «Макдоналдс» на ВДНХ,text_2,1,class
26715,id,36251,id_1,36252,id_2,Представительство Евросоюза обстреляли в столице Бурунди,text_1,В Бурунди обстреляно представительство ЕС,text_2,0,class
26716,id,36253,id_1,36252,id_2,ЕС осудил попытку госпереворота в Бурунди,text_1,В Бурунди обстреляно представительство ЕС,text_2,-1,class
26717,id,36221,id_1,36254,id_2,Полтавченко предложил совместить празднование Дня города и торжества в честь чемпионства «Зенита»,text_1,"Рогозин поблагодарил фракции ГД за поддержку закона о ""Роскосмосе""",text_2,-1,class
26719,id,36257,id_1,36258,id_2,Посольство России в Киеве требует встречи с задержанными россиянами,text_1,МИД России потребовал встречи с захваченными под Луганском россиянами,text_2,1,class
26720,id,36259,id_1,36260,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,Госдума приняла проект закона о нежелательных иностранных организациях,text_2,0,class
26722,id,36262,id_1,36263,id_2,Эксперты установили личности всех жертв крушения Airbus A320,text_1,Установлены личности всех пассажиров разбившегося во Франции Airbus,text_2,0,class
26726,id,36266,id_1,36267,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,МИД России назвал обстрел посольства в Дамаске терактом,text_2,0,class
26728,id,36266,id_1,36269,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,МИД РФ назвал терактом обстрел российского посольства в Дамаске,text_2,0,class
26729,id,36270,id_1,36271,id_2,Умер ведущий «Песня года» Евгений Меньшов,text_1,"Скончался ведущий ""Песни года"" Евгений Меньшов",text_2,1,class
26730,id,36264,id_1,36272,id_2,Киев сделал последний шаг перед дефолтом,text_1,Дмитрий Песков назвал мораторий Киева шагом к дефолту,text_2,-1,class
26731,id,36259,id_1,36273,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,"Путин рассмотрит закон о ""нежелательных организациях""",text_2,-1,class
26732,id,36271,id_1,36274,id_2,"Скончался ведущий ""Песни года"" Евгений Меньшов",text_1,"Ушел из жизни ведущий ""Песни года"" Евгений Меньшов",text_2,1,class
26733,id,36275,id_1,36276,id_2,Сборная России проиграла немцам в полуфинале юношеского ЧЕ по футболу,text_1,Юношеская сборная России по футболу проиграла в полуфинале Евро-2015,text_2,0,class
26734,id,36277,id_1,36278,id_2,МИД: РФ рассчитывает на наказание в США нарушителей прав усыновленных,text_1,МИД РФ призвал США наказать всех нарушителей прав приемных детей из России,text_2,0,class
26735,id,36279,id_1,36278,id_2,Суд США запретил контакты с детьми насильнику приемной дочери из РФ,text_1,МИД РФ призвал США наказать всех нарушителей прав приемных детей из России,text_2,-1,class
26737,id,36280,id_1,36281,id_2,"Пригожин: Полина Гагарина достойно представит Россию на ""Евровидении""",text_1,Полина Гагарина вышла в финал «Евровидения»,text_2,-1,class
26738,id,36280,id_1,36282,id_2,"Пригожин: Полина Гагарина достойно представит Россию на ""Евровидении""",text_1,Полина Гагарина вышла в финал «Евровидения»,text_2,0,class
26739,id,36283,id_1,36284,id_2,Минфин отказался ограничивать страховые выплаты по вкладам,text_1,Минфин изучает идеи Грефа об ограничении страховых выплат по вкладам,text_2,-1,class
26740,id,36285,id_1,36286,id_2,После проверки Центра имени Хруничева заведено восемь уголовных дел,text_1,Рогозин рассказал об уголовных делах на экс-сотрудников Центра Хруничева,text_2,0,class
26742,id,36288,id_1,36289,id_2,"Истребитель Су-30 потерпел крушение в Индии, пилоты не пострадали",text_1,На востоке Индии разбился истребитель Су-30,text_2,0,class
26743,id,36290,id_1,36291,id_2,Суд огласит приговор бойцу Александру Емельяненко,text_1,"Боец Александр Емельяненко приговорен к 4,5 годам колонии",text_2,-1,class
26744,id,36292,id_1,36293,id_2,Более 15 ливийских солдат получили ранения в боях в городе Бенгази,text_1,Более 15 ливийских солдат получили ранения в ходе боев в Бенгази,text_2,0,class
26745,id,36245,id_1,36294,id_2,Роструд: около 15 миллионов трудоспособных россиян работают нелегально,text_1,Роструд: 15 миллионов россиян работают нелегально,text_2,0,class
26746,id,36269,id_1,36295,id_2,МИД РФ назвал терактом обстрел российского посольства в Дамаске,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,-1,class
26747,id,36296,id_1,36295,id_2,СБ ООН: виновных в нападении на посольство РФ в Дамаске нужно наказать,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,0,class
26748,id,36266,id_1,36295,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,-1,class
26749,id,36297,id_1,36298,id_2,Круизный лайнер сел на мель у Бермудских островов,text_1,У Бермуд сел на мель круизный лайнер,text_2,1,class
26750,id,36299,id_1,36300,id_2,СМИ: КНДР отказала генсеку ООН в посещении индустриальной зоны Кэсон,text_1,КНДР не пустит генсека ООН в индустриальную зону Кэсон,text_2,0,class
26751,id,36301,id_1,36300,id_2,Генсек ООН встретится с представителями КНДР в районе Кэсон,text_1,КНДР не пустит генсека ООН в индустриальную зону Кэсон,text_2,-1,class
26752,id,36299,id_1,36302,id_2,СМИ: КНДР отказала генсеку ООН в посещении индустриальной зоны Кэсон,text_1,КНДР отказала Пан Ги Муну в посещении технопарка Кэсон,text_2,0,class
26753,id,36303,id_1,36304,id_2,Нарышкин подписал программу проведения фестиваля культуры РФ в Японии,text_1,Нарышкин подписал программу о Фестивалях российской культуры в Японии,text_2,0,class
26754,id,36305,id_1,36304,id_2,Нарышкин встретится с властями Японии и откроет фестиваль культуры РФ,text_1,Нарышкин подписал программу о Фестивалях российской культуры в Японии,text_2,-1,class
26755,id,36306,id_1,36307,id_2,"Токио хочет, чтобы Путин приехал в Японию обсудить тему Курил",text_1,Япония выразила желание обсудить с Путиным вопрос Курил,text_2,0,class
26756,id,36306,id_1,36308,id_2,"Токио хочет, чтобы Путин приехал в Японию обсудить тему Курил",text_1,Токио рассчитывает на подписание Путиным мирного договора с Японией,text_2,-1,class
26757,id,36309,id_1,36310,id_2,В России вдвое увеличат выплаты академикам и членам-корреспондентам,text_1,Правительство вдвое повысило ежемесячные выплаты академикам,text_2,0,class
26758,id,36311,id_1,36312,id_2,СМИ: регионы не получат субсидии на дороги до решения по электричкам,text_1,Регионы получат полмиллиарда рублей на поддержку дошкольников,text_2,-1,class
26760,id,36315,id_1,36316,id_2,ФМС РФ предлагает освободить мигрантов некоторых стран от экзаменов,text_1,Русскоязычных мигрантов освободят от комплексного экзамена,text_2,0,class
26762,id,36319,id_1,36320,id_2,Банк России с 20 мая отозвал лицензию у московского ПроБанка,text_1,Банк России отозвал лицензию у двух московских банков,text_2,0,class
26763,id,36321,id_1,36320,id_2,"Банк России отозвал лицензию у московского банка ""Транспортный""",text_1,Банк России отозвал лицензию у двух московских банков,text_2,0,class
26764,id,36320,id_1,36322,id_2,Банк России отозвал лицензию у двух московских банков,text_1,ЦБ отозвал лицензии у двух московских банков,text_2,1,class
26765,id,36323,id_1,36322,id_2,"Банк России отозвал лицензию у череповецкого банка ""Бумеранг""",text_1,ЦБ отозвал лицензии у двух московских банков,text_2,-1,class
26766,id,36319,id_1,36322,id_2,Банк России с 20 мая отозвал лицензию у московского ПроБанка,text_1,ЦБ отозвал лицензии у двух московских банков,text_2,-1,class
26767,id,36321,id_1,36322,id_2,"Банк России отозвал лицензию у московского банка ""Транспортный""",text_1,ЦБ отозвал лицензии у двух московских банков,text_2,0,class
26768,id,36324,id_1,36325,id_2,"Многоэтажное здание обрушилось в Китае, под завалами оказались люди",text_1,"Девятиэтажное здание обрушилось в Китае, под завалами есть люди",text_2,0,class
26769,id,36326,id_1,36327,id_2,Восемь человек погибли в столкновении поезда и трактора в Индии,text_1,В результате столкновения поезда и трактора в Индии погибли 10 человек,text_2,-1,class
26770,id,36328,id_1,36329,id_2,"Порошенко заявил, что готовится к войне в Донбассе летом",text_1,Порошенко заявил о «настоящей войне» с Россией,text_2,-1,class
26771,id,36330,id_1,36331,id_2,"Порошенко считает, что вернуть Донбасс военным методом не получится",text_1,Порошенко признал невозможность вернуть Донбасс военными средствами,text_2,1,class
26772,id,36332,id_1,36333,id_2,"Ъ: экс-глава ""Башнефти"" мог получить вид на жительство в Австрии",text_1,СМИ сообщили о получении Рахимовым вида на жительство в Австрии,text_2,0,class
26773,id,36334,id_1,36335,id_2,"СБУ: лидер ""Ночных волков"" ""причастен к финансированию терроризма""",text_1,Лидер «Ночных волков» пообещал «возмездие» в ответ на обвинения СБУ,text_2,-1,class
26774,id,36336,id_1,36337,id_2,"Турчинов: Киев не исключает, что может разместить компоненты ПРО",text_1,Турчинов допустил размещение компонентов ПРО на Украине,text_2,0,class
26775,id,36338,id_1,36339,id_2,Полицейские в Дагестане ликвидировали открывшего по ним стрельбу,text_1,"В Дагестане опознан боевик, стрелявший в полицейских",text_2,-1,class
26776,id,36340,id_1,36341,id_2,Медведев поручил оценить возможные изменения в страховании вкладов,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
26777,id,36342,id_1,36341,id_2,Медведев поручил оценить возможные изменения в страховании вкладов,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
26778,id,36284,id_1,36341,id_2,Минфин изучает идеи Грефа об ограничении страховых выплат по вкладам,text_1,Медведев поручил изучить идею Грефа об ограничении страховок по вкладам,text_2,0,class
26779,id,36343,id_1,36344,id_2,"Хирург опроверг обвинения СБУ в ""финансировании терроризма""",text_1,Байкер Хирург отверг обвинения в финансировании терроризма,text_2,0,class
26780,id,36345,id_1,36346,id_2,Украина проигрывает экономическую войну с Россией,text_1,"Порошенко: на Украине идет ""настоящая война"" с Россией",text_2,-1,class
26781,id,36347,id_1,36348,id_2,Главу Минфина Ингушетии заподозрили в нецелевом расходовании денег,text_1,Министра финансов Ингушетии заподозрили в растрате,text_2,1,class
26782,id,36349,id_1,36350,id_2,Около 80 тысяч литров нефти вылилось в океан у берегов Калифорнии,text_1,У берегов Санта-Барбары вылилось 80 тысяч литров нефти,text_2,0,class
26783,id,36351,id_1,36352,id_2,Доллар снова подорожал до 50 рублей,text_1,Биржевой курс доллара поднялся выше 50 руб.,text_2,0,class
26784,id,36353,id_1,36354,id_2,Песков: в Кремле испытывают дефицит доверия к Порошенко,text_1,В Кремле рассказали о дефиците доверия к руководству Украины,text_2,0,class
26785,id,36355,id_1,36356,id_2,РФ пока не будет подавать иск к Украине из-за двигателей для фрегатов,text_1,Россия подготовила иск к Украине за непоставку корабельных двигателей,text_2,-1,class
26786,id,36357,id_1,36358,id_2,СМИ: Минфин предлагает отказаться от индексации пенсий по инфляции,text_1,Минфин предложил отказаться от индексации пенсий по инфляции,text_2,0,class
26787,id,36359,id_1,36358,id_2,Минфин предложил отвязать индексацию пенсий от инфляции,text_1,Минфин предложил отказаться от индексации пенсий по инфляции,text_2,0,class
26788,id,36239,id_1,36360,id_2,Россия и Бахрейн подписали договор о военно-техническом сотрудничестве,text_1,Украина решила прекратить военно-техническое сотрудничество с Россией,text_2,-1,class
26790,id,36361,id_1,36362,id_2,Гражданской панихиды по Меньшову не будет,text_1,Родственники Евгения Меньшова не будут проводить гражданскую панихиду,text_2,0,class
26791,id,36363,id_1,36364,id_2,Международная конференция по ситуации в Ираке и Сирии пройдет в Париже,text_1,Международная встреча по Сирии и Ираку пройдет в Париже 2 июня,text_2,0,class
26792,id,36365,id_1,36366,id_2,Промпроизводство в России рухнуло до минимума 2009 года,text_1,Падение промпроизводства в России стало самым сильным с 2009 года,text_2,0,class
26793,id,36367,id_1,36368,id_2,Президент Литвы пригрозила прервать интервью Латвийскому телевидению,text_1,Президент Литвы устроила скандал на телевидении,text_2,0,class
26794,id,36369,id_1,36370,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_2,0,class
26797,id,36370,id_1,36371,id_2,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_1,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_2,-1,class
26798,id,36369,id_1,36371,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_2,-1,class
26799,id,36371,id_1,36372,id_2,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
26800,id,36370,id_1,36372,id_2,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
26801,id,36369,id_1,36372,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,Сотрудников «Матросской тишины» заподозрили в вымогательстве,text_2,0,class
26802,id,36373,id_1,36374,id_2,"ОБСЕ: переговорщики в Минске не против обмена пленными ""всех на всех""",text_1,На переговорах в Минске обсудят обмен пленных «бойцов ГРУ»,text_2,-1,class
26803,id,36375,id_1,36376,id_2,Матвиенко высказалась резко против запрета абортов в частных клиниках,text_1,Матвиенко назвала экстремистским предложение о запрете бесплатных абортов,text_2,-1,class
26804,id,36377,id_1,36378,id_2,МГУ занял пятое место в списке самых уважаемых вузов Европы,text_1,МГУ вошел в пятерку лучших вузов Европы,text_2,0,class
26805,id,36259,id_1,36379,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,"Совфед одобрил закон о ""нежелательных организациях""",text_2,0,class
26806,id,36380,id_1,36381,id_2,Улюкаев: позиция России по ассоциации Украины с ЕС нашла понимание,text_1,Улюкаев пригрозил наказать Украину за латентную ассоциацию с ЕС,text_2,-1,class
26807,id,36382,id_1,36381,id_2,Путин: в ассоциации Украины с ЕС надо найти приемлемые для РФ развязки,text_1,Улюкаев пригрозил наказать Украину за латентную ассоциацию с ЕС,text_2,-1,class
26808,id,36383,id_1,36384,id_2,Il Giornale: итальянка с фамилией Путин пробивается к власти в Италии,text_1,Политик с фамилией Путин примет участие в региональных выборах в Италии,text_2,0,class
26809,id,36385,id_1,36386,id_2,Власти Дубая ужесточили правила дресс-кода для туристов,text_1,Власти Дубая ужесточили дресс-код для туристов,text_2,1,class
26810,id,36387,id_1,36388,id_2,"Кадыров отчитал чеченцев за сплетни в WhatsApp о ""свадьбе тысячелетия""",text_1,Кадыров устроил разнос за высмеивание «свадьбы тысячелетия» в WhatsApp,text_2,0,class
26811,id,36389,id_1,36390,id_2,Китай — не выход для России в решении кризиса с Западом,text_1,Россельхознадзор: Китай возобновляет поставки свинины в Россию,text_2,-1,class
26812,id,36391,id_1,36392,id_2,Невский проспект могут сделать пешеходным от Большой Морской до Думской улицы,text_1,"Борисов: модернизация позволит ""Севмашу"" построить авианосец",text_2,-1,class
26815,id,36393,id_1,36379,id_2,Российский закон о нежелательных организациях огорчил европейского омбудсмена,text_1,"Совфед одобрил закон о ""нежелательных организациях""",text_2,-1,class
26816,id,36273,id_1,36393,id_2,"Путин рассмотрит закон о ""нежелательных организациях""",text_1,Российский закон о нежелательных организациях огорчил европейского омбудсмена,text_2,-1,class
26817,id,36394,id_1,36395,id_2,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_1,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_2,-1,class
26818,id,36396,id_1,36394,id_2,Песков: Кремль не является частью дискуссии о переносе выборов в ГД,text_1,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_2,-1,class
26819,id,36397,id_1,36398,id_2,Песков: Киев ведет войну со своими собственными гражданами,text_1,Дмитрий Песков: Киев воюет со своими гражданами,text_2,0,class
26820,id,36399,id_1,36400,id_2,В Москве при передаче секретных данных задержан литовский шпион,text_1,ФСБ объявила об аресте в Москве литовского шпиона,text_2,0,class
26821,id,36401,id_1,36402,id_2,Песков: в отъезде известных экономистов ничего особенного нет,text_1,Кремль не увидел «ничего особенного» в отъезде экономиста Сонина в США,text_2,0,class
26822,id,36403,id_1,36404,id_2,Начинается визит патриарха Кирилла в Ульяновск,text_1,Патриарх Кирилл освятит новый собор в Ульяновске,text_2,0,class
26823,id,36396,id_1,36405,id_2,Песков: Кремль не является частью дискуссии о переносе выборов в ГД,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,0,class
26824,id,36406,id_1,36405,id_2,Комитет ГД не получал предложений о переносе парламентских выборов,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
26825,id,36407,id_1,36405,id_2,Ковалев: перенос выборов в ГД поможет сэкономить финансы,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
26826,id,36408,id_1,36405,id_2,Минх: пока нет оснований ставить вопрос о переносе выборов в ГД,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
26841,id,36409,id_1,36410,id_2,Малкин возглавил медиарейтинг хоккеистов сборной России по итогам ЧМ,text_1,Хоккеист сборной России уехал в НХЛ,text_2,-1,class
26846,id,36413,id_1,36414,id_2,Сбербанк снизил ставки по вкладам в рублях,text_1,Российские банки снизили максимальную ставку по рублевым вкладам,text_2,0,class
26847,id,36415,id_1,36416,id_2,Кремль пообещал ответить на появление элементов ПРО США на Украине,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
26848,id,36417,id_1,36416,id_2,Турчинов заявил о возможности размещения элементов системы ПРО на Украине,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
26849,id,36418,id_1,36416,id_2,"В СФ не верят, что на Украине действительно разместят компоненты ПРО",text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
26851,id,36420,id_1,36416,id_2,Лавров о возможном размещении ПРО на Украине: сотрясание воздуха,text_1,США исключили размещение компонентов ПРО на Украине,text_2,0,class
26852,id,36421,id_1,36416,id_2,В ГД сочли спекулятивным заявление Турчинова о размещении ПРО США,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
26854,id,36326,id_1,36422,id_2,Восемь человек погибли в столкновении поезда и трактора в Индии,text_1,"В Индии пассажирский поезд протаранил трактор, 10 человек погибли",text_2,0,class
26855,id,36423,id_1,36424,id_2,Бывший зампред банка «Траст» задержан по делу о мошенничестве,text_1,"Источник: задержан экс-зампред правления банка ""Траст"" Дикусар",text_2,0,class
26856,id,36425,id_1,36426,id_2,Правительство России в неформальной обстановке обсудит итоги работы,text_1,Кабмин России в неформальной обстановке обсудит ситуацию в экономике,text_2,0,class
26860,id,36427,id_1,36428,id_2,Поклонская заработала за год почти два миллиона рублей,text_1,Поклонская заработала за прошлый год около двух миллионов рублей,text_2,0,class
26862,id,36413,id_1,36431,id_2,Сбербанк снизил ставки по вкладам в рублях,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,0,class
26863,id,36414,id_1,36431,id_2,Российские банки снизили максимальную ставку по рублевым вкладам,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,0,class
26865,id,36432,id_1,36431,id_2,Ставка на падение: стоит ли держать деньги на рублевых вкладах,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,-1,class
26869,id,36433,id_1,36434,id_2,Тульские школьники пожарили картошку на Вечном огне и сожгли венки,text_1,"Под Тулой задержаны школьники, жарившие картошку на Вечном огне",text_2,0,class
26876,id,36435,id_1,36436,id_2,"Шаманов: учения России, Белоруссии и Сербии пройдут в сентябре",text_1,GM перенесет сборку Opel и Chevrolet из России в Белоруссию,text_2,-1,class
26877,id,36395,id_1,36437,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Чуров опроверг возможность экономии на переносе выборов,text_2,-1,class
26878,id,36438,id_1,36439,id_2,СМИ: Ереван и Минск отвергли Рижскую декларацию из-за фразы про Крым,text_1,Ереван и Минск отвергли проект Рижского коммюнике из-за фразы о Крыме,text_2,1,class
26879,id,36440,id_1,36441,id_2,Спикер Госдумы: санкции вредят отношениям России и Японии,text_1,Спикер Госдумы назвал условие визита Путина в Японию,text_2,-1,class
26880,id,36394,id_1,36442,id_2,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
26881,id,36443,id_1,36442,id_2,Матвиенко выступила за перенос выборов в Госдуму на сентябрь 2016 года,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
26882,id,36395,id_1,36442,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
26884,id,36407,id_1,36442,id_2,Ковалев: перенос выборов в ГД поможет сэкономить финансы,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
26885,id,36445,id_1,36446,id_2,Очередная колонна с гумпомощью из РФ отправится в Донбасс в четверг,text_1,В Донбасс отправлен очередной гуманитарный конвой,text_2,-1,class
26886,id,36447,id_1,36448,id_2,СМИ: карикатуристу Charlie Hebdo запретили въезд в Никарагуа,text_1,Карикатуристу Charlie Hebdo отказали во въезде в Никарагуа,text_2,1,class
26894,id,36392,id_1,36449,id_2,"Борисов: модернизация позволит ""Севмашу"" построить авианосец",text_1,"РњРѕСЃРєРІРёС‡РєР° РЅР°С€Р»Р° СЃРІРѕРµРіРѕ РѕС‚С†Р°, СѓРјРµСЂС€РµРіРѕ РїРѕР»С‚РѕСЂР° РіРѕРґР° РЅР°Р·Р°Рґ",text_2,-1,class
26895,id,36395,id_1,36450,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Нарышкин назвал «разумным» возможный перенос выборов в Госдуму,text_2,0,class
26896,id,36444,id_1,36450,id_2,"Политологи: перенос выборов в Госдуму логичен, но снизит интерес к ним",text_1,Нарышкин назвал «разумным» возможный перенос выборов в Госдуму,text_2,-1,class
26897,id,36390,id_1,36451,id_2,Россельхознадзор: Китай возобновляет поставки свинины в Россию,text_1,Россельхознадзор разрешил двум украинским заводам ввозить сыр в Россию,text_2,-1,class
26898,id,36452,id_1,36453,id_2,Константин Сонин: О российских деньгах и военных химерах,text_1,Сенат Польши поддержал инициативу президента о всенародном референдуме,text_2,-1,class
26899,id,36454,id_1,36455,id_2,"Кларксон признал, что потерял работу в Top Gear из-за глупой ошибки",text_1,Кларксон назвал уход из Top Gear глупой ошибкой,text_2,0,class
26900,id,36456,id_1,36457,id_2,Дело о халатности возбудили после ДТП в Нижегородской области,text_1,В ДТП в Нижегородской области погиб председатель Федерации карате Татарстана,text_2,-1,class
26901,id,36458,id_1,36459,id_2,Суд отменил пожизненные сроки членам банды «приморских партизан»,text_1,Членам банды «приморских партизан» отменили пожизненные сроки,text_2,1,class
26903,id,36460,id_1,36461,id_2,Французский политик предложил направить «Мистрали» для спасения мигрантов,text_1,«Мистрали» предложили продать Евросоюзу для спасения мигрантов,text_2,0,class
26904,id,36462,id_1,36463,id_2,Сотрудник Датского института против пыток выдворен из России,text_1,Сотрудника Датского института против пыток выдворят из России,text_2,0,class
26906,id,36464,id_1,36465,id_2,Банки начали подавать в суд на валютных ипотечников,text_1,Банки начали подавать в суд на заемщиков по валютной ипотеке,text_2,0,class
26907,id,36466,id_1,36467,id_2,"Президент Израиля примкнул к хору критиков ""автобусной сегрегации""",text_1,Создатели World of Tanks объединились с разработчиками «Веселой фермы»,text_2,-1,class
26908,id,36468,id_1,36469,id_2,Пожар в вагоне электрички произошел на юго-востоке Москвы,text_1,Вагон электрички загорелся на юго-востоке Москвы,text_2,0,class
26909,id,36470,id_1,36471,id_2,СК предъявил обвинение экс-губернатору Брянской области,text_1,Брянский экс-губернатор отверг обвинения в коррупции,text_2,-1,class
26911,id,36472,id_1,36473,id_2,"Фигуранты дела об убийстве главы ""8 Марта"" получили до 16 лет колонии",text_1,Организатор убийства главы Фабрики 8 Марта получил 16 лет колонии,text_2,0,class
26914,id,36474,id_1,36475,id_2,Бывшего руководителя РКК «Энергия» отправили под домашний арест,text_1,"Экс-главу РКК ""Энергия"" Лопоту заключили под домашний арест",text_2,1,class
26916,id,36476,id_1,36477,id_2,МИД: сотрудники посольства России в Сирии не пострадали при обстреле,text_1,В Сирии второй раз за неделю обстреляли посольство России,text_2,-1,class
26918,id,36478,id_1,36479,id_2,Московскую психбольницу оштрафовали за показ пациентам фильма «Молчание ягнят»,text_1,"Московскую психбольницу оштрафовали за показ детям ""Молчания ягнят""",text_2,0,class
26919,id,36480,id_1,36481,id_2,"МИД РФ осудил обстрел района, где расположена дипмиссия России в Сирии",text_1,"МИД осудил обстрел района Дамаска, где расположено посольство РФ",text_2,0,class
