,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
951,26595,id,36044,id_1,36063,id_2,"СК не нашел разврата в танце ""пчелок"" из Оренбурга",text_1,Закрытая после тверкинга «пчелок» школа танцев в Оренбурге возобновила работу,text_2,-1,class
953,26597,id,36066,id_1,36067,id_2,Смоленский губернатор стал шестым отправленным в отставку в мае,text_1,Путин принял отставку смоленского губернатора,text_2,-1,class
955,26599,id,35949,id_1,36070,id_2,В 2014 году Валерий Гергиев заработал 340 млн рублей,text_1,"Замглавы Минобороны Антонов за год заработал 11,7 миллионов рублей",text_2,-1,class
957,26601,id,36073,id_1,36074,id_2,Рябков: Россия готова продолжать диалог с США по всем проблемам,text_1,Рябков заявил Нуланд о неудовлетворенности отношениями России и США,text_2,-1,class
958,26602,id,35949,id_1,36075,id_2,В 2014 году Валерий Гергиев заработал 340 млн рублей,text_1,Командующий ЧФ России заработал в 2014 году почти 6 миллионов рублей,text_2,-1,class
960,26604,id,36078,id_1,36079,id_2,Делегация ДНР во главе с Пушилиным выехала на переговоры в Минск,text_1,ДНР: В Минск выехали подгруппы по безопасности и гуманитарным вопросам,text_2,-1,class
961,26605,id,35992,id_1,36080,id_2,Рогозин объяснил аварию «Протона» кризисом в космической отрасли,text_1,Рогозин выступил за ужесточение ответственности за космические аварии,text_2,-1,class
966,26612,id,36091,id_1,36092,id_2,Европарламент извинился за придание Каталонии статуса государства,text_1,Европарламент по ошибке приравнял Каталонию к государствам,text_2,-1,class
969,26615,id,36097,id_1,36096,id_2,МВД РФ планирует предъявить обвинение в мошенничестве Полонскому,text_1,Полонскому предъявили обвинение в мошенничестве,text_2,-1,class
973,26619,id,36097,id_1,36101,id_2,МВД РФ планирует предъявить обвинение в мошенничестве Полонскому,text_1,Полонскому предъявлено обвинение в особо крупном мошенничестве,text_2,-1,class
976,26623,id,36106,id_1,36107,id_2,США подпишут соглашение с Украиной о кредитных гарантиях,text_1,США выдали Украине кредитные гарантии на миллиард долларов,text_2,-1,class
978,26625,id,36028,id_1,36110,id_2,Гудков: парламентского расследования убийства Немцова в РФ не будет,text_1,В Госдуме опровергли отказ проводить расследование убийства Немцова,text_2,-1,class
984,26631,id,36118,id_1,36119,id_2,ООН: компании из РФ за 2014 год инвестировали за рубеж $56 миллиардов,text_1,Российские компании в 2014 году резко сократили инвестиции за рубеж,text_2,-1,class
985,26632,id,36120,id_1,36121,id_2,Генсек: НАТО поможет ЕС с операцией в Средиземноморье при запросе,text_1,ЕС принял решение об операции против контрабандистов в Средиземноморье,text_2,-1,class
986,26633,id,36122,id_1,36121,id_2,Могерини: приоритет операции ЕС в Средиземноморье - спасение людей,text_1,ЕС принял решение об операции против контрабандистов в Средиземноморье,text_2,-1,class
987,26634,id,36123,id_1,36124,id_2,Зайберт начал брифинг со слов о годовщине депортации крымских татар,text_1,В Крыму задержали участников акции в годовщину депортации крымских татар,text_2,-1,class
991,26638,id,36075,id_1,36130,id_2,Командующий ЧФ России заработал в 2014 году почти 6 миллионов рублей,text_1,Заместитель Игоря Сечина потеряла за 2014 год 60 млн руб. дохода,text_2,-1,class
992,26639,id,36131,id_1,36132,id_2,Число жертв оползня на северо-западе Колумбии возросло до 40 человек,text_1,Более 45 человек погибли под оползнем на северо-западе Колумбии,text_2,-1,class
994,26641,id,36001,id_1,36135,id_2,"Военный самолет разбился на базе ВВС США на Гавайях, 12 пострадавших",text_1,Бухгалтерия в iPhone: лучшие приложения для контроля за расходами,text_2,-1,class
1002,26650,id,36149,id_1,36148,id_2,Нуланд: Вашингтон установил тесный контакт с Киевом и с Москвой,text_1,Прагматик из Вашингтона: чем закончился визит Нуланд в Москву,text_2,-1,class
1013,26663,id,36170,id_1,36169,id_2,"Могерини заявила, что намерена обсудить с Лавровым переговоры по Ирану",text_1,Сергей Лавров и Федерика Могерини обсудили отношения РФ с ЕС,text_2,-1,class
1014,26664,id,36171,id_1,36169,id_2,"Лавров заявил, что на встрече с Могерини обсудит отношения России и ЕС",text_1,Сергей Лавров и Федерика Могерини обсудили отношения РФ с ЕС,text_2,-1,class
1015,26665,id,36172,id_1,36173,id_2,США и Южная Корея договорились о единстве позиций в отношении КНДР,text_1,Нарышкин одобрил позицию Южной Кореи по антироссийским санкциям,text_2,-1,class
1019,26670,id,36131,id_1,36180,id_2,Число жертв оползня на северо-западе Колумбии возросло до 40 человек,text_1,Число жертв оползня в Колумбии достигло 60,text_2,-1,class
1021,26672,id,36159,id_1,36183,id_2,Генсек ООН выразил обеспокоенность приговором экс-президенту Египта,text_1,Генсек ООН выразил готовность посетить КНДР,text_2,-1,class
1028,26682,id,36194,id_1,36197,id_2,"В Донецке возобновились обстрелы, погиб один человек",text_1,При обстреле Донецка погиб мирный житель,text_2,-1,class
1035,26689,id,36053,id_1,36206,id_2,Биржевой курс доллара упал ниже 49 руб.,text_1,Курс евро упал ниже 55 рублей впервые за месяц,text_2,-1,class
1039,26696,id,36217,id_1,36216,id_2,Лавров: РФ высоко ценит решения СЕ в отношении кризиса на Украине,text_1,Лавров: Мандат СЕ на расследование преступлений на Украине надо расширить,text_2,-1,class
1040,26698,id,36219,id_1,36220,id_2,Карасин: Россия и США договорились продолжать контакты по Украине,text_1,США и Россия придумали альтернативу «нормандской четверке» по Украине,text_2,-1,class
1043,26701,id,36225,id_1,36226,id_2,Путин проведет встречу по межнациональным отношениям и русскому языку,text_1,Путин заявил о недопустимости самоизоляции русского языка,text_2,-1,class
1044,26702,id,36227,id_1,36228,id_2,Генсек НАТО призвал Россию к большей прозрачности с военными учениями,text_1,Генсек НАТО призвал Россию вывести войска и вооружения с Украины,text_2,-1,class
1047,26707,id,36236,id_1,36237,id_2,Рособрнадзор перепроверит результаты ЕГЭ высокобалльников,text_1,Рособрнадзор запретил Аpple Watch на ЕГЭ,text_2,-1,class
1051,26711,id,36243,id_1,36244,id_2,"Госдума обсудит с вице-премьером Рогозиным госкорпорацию ""Роскосмос""",text_1,Госдума в первом чтении одобрила создание госкорпорации «Роскосмос»,text_2,-1,class
1055,26716,id,36253,id_1,36252,id_2,ЕС осудил попытку госпереворота в Бурунди,text_1,В Бурунди обстреляно представительство ЕС,text_2,-1,class
1056,26717,id,36221,id_1,36254,id_2,Полтавченко предложил совместить празднование Дня города и торжества в честь чемпионства «Зенита»,text_1,"Рогозин поблагодарил фракции ГД за поддержку закона о ""Роскосмосе""",text_2,-1,class
1063,26730,id,36264,id_1,36272,id_2,Киев сделал последний шаг перед дефолтом,text_1,Дмитрий Песков назвал мораторий Киева шагом к дефолту,text_2,-1,class
1064,26731,id,36259,id_1,36273,id_2,"Дума приняла закон о ""нежелательных"" иностранных организациях в России",text_1,"Путин рассмотрит закон о ""нежелательных организациях""",text_2,-1,class
1068,26735,id,36279,id_1,36278,id_2,Суд США запретил контакты с детьми насильнику приемной дочери из РФ,text_1,МИД РФ призвал США наказать всех нарушителей прав приемных детей из России,text_2,-1,class
1069,26737,id,36280,id_1,36281,id_2,"Пригожин: Полина Гагарина достойно представит Россию на ""Евровидении""",text_1,Полина Гагарина вышла в финал «Евровидения»,text_2,-1,class
1071,26739,id,36283,id_1,36284,id_2,Минфин отказался ограничивать страховые выплаты по вкладам,text_1,Минфин изучает идеи Грефа об ограничении страховых выплат по вкладам,text_2,-1,class
1074,26743,id,36290,id_1,36291,id_2,Суд огласит приговор бойцу Александру Емельяненко,text_1,"Боец Александр Емельяненко приговорен к 4,5 годам колонии",text_2,-1,class
1077,26746,id,36269,id_1,36295,id_2,МИД РФ назвал терактом обстрел российского посольства в Дамаске,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,-1,class
1079,26748,id,36266,id_1,36295,id_2,МИД РФ расценил минометный обстрел посольства РФ в Дамаске как теракт,text_1,Совбез ООН потребовал наказать виновных в обстреле посольства РФ в Дамаске,text_2,-1,class
1082,26751,id,36301,id_1,36300,id_2,Генсек ООН встретится с представителями КНДР в районе Кэсон,text_1,КНДР не пустит генсека ООН в индустриальную зону Кэсон,text_2,-1,class
1085,26754,id,36305,id_1,36304,id_2,Нарышкин встретится с властями Японии и откроет фестиваль культуры РФ,text_1,Нарышкин подписал программу о Фестивалях российской культуры в Японии,text_2,-1,class
1087,26756,id,36306,id_1,36308,id_2,"Токио хочет, чтобы Путин приехал в Японию обсудить тему Курил",text_1,Токио рассчитывает на подписание Путиным мирного договора с Японией,text_2,-1,class
1089,26758,id,36311,id_1,36312,id_2,СМИ: регионы не получат субсидии на дороги до решения по электричкам,text_1,Регионы получат полмиллиарда рублей на поддержку дошкольников,text_2,-1,class
1094,26765,id,36323,id_1,36322,id_2,"Банк России отозвал лицензию у череповецкого банка ""Бумеранг""",text_1,ЦБ отозвал лицензии у двух московских банков,text_2,-1,class
1095,26766,id,36319,id_1,36322,id_2,Банк России с 20 мая отозвал лицензию у московского ПроБанка,text_1,ЦБ отозвал лицензии у двух московских банков,text_2,-1,class
1098,26769,id,36326,id_1,36327,id_2,Восемь человек погибли в столкновении поезда и трактора в Индии,text_1,В результате столкновения поезда и трактора в Индии погибли 10 человек,text_2,-1,class
1099,26770,id,36328,id_1,36329,id_2,"Порошенко заявил, что готовится к войне в Донбассе летом",text_1,Порошенко заявил о «настоящей войне» с Россией,text_2,-1,class
1102,26773,id,36334,id_1,36335,id_2,"СБУ: лидер ""Ночных волков"" ""причастен к финансированию терроризма""",text_1,Лидер «Ночных волков» пообещал «возмездие» в ответ на обвинения СБУ,text_2,-1,class
1104,26775,id,36338,id_1,36339,id_2,Полицейские в Дагестане ликвидировали открывшего по ним стрельбу,text_1,"В Дагестане опознан боевик, стрелявший в полицейских",text_2,-1,class
1109,26780,id,36345,id_1,36346,id_2,Украина проигрывает экономическую войну с Россией,text_1,"Порошенко: на Украине идет ""настоящая война"" с Россией",text_2,-1,class
1114,26785,id,36355,id_1,36356,id_2,РФ пока не будет подавать иск к Украине из-за двигателей для фрегатов,text_1,Россия подготовила иск к Украине за непоставку корабельных двигателей,text_2,-1,class
1117,26788,id,36239,id_1,36360,id_2,Россия и Бахрейн подписали договор о военно-техническом сотрудничестве,text_1,Украина решила прекратить военно-техническое сотрудничество с Россией,text_2,-1,class
1123,26797,id,36370,id_1,36371,id_2,"Работников СИЗО ""Матросская тишина"" заподозрили в вымогательстве",text_1,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_2,-1,class
1124,26798,id,36369,id_1,36371,id_2,"СК: обыски в ""Матросской тишине"" связаны с делом о вымогательстве",text_1,По делу о вымогательстве в «Матросской тишине» задержаны пять человек,text_2,-1,class
1128,26802,id,36373,id_1,36374,id_2,"ОБСЕ: переговорщики в Минске не против обмена пленными ""всех на всех""",text_1,На переговорах в Минске обсудят обмен пленных «бойцов ГРУ»,text_2,-1,class
1129,26803,id,36375,id_1,36376,id_2,Матвиенко высказалась резко против запрета абортов в частных клиниках,text_1,Матвиенко назвала экстремистским предложение о запрете бесплатных абортов,text_2,-1,class
1132,26806,id,36380,id_1,36381,id_2,Улюкаев: позиция России по ассоциации Украины с ЕС нашла понимание,text_1,Улюкаев пригрозил наказать Украину за латентную ассоциацию с ЕС,text_2,-1,class
1133,26807,id,36382,id_1,36381,id_2,Путин: в ассоциации Украины с ЕС надо найти приемлемые для РФ развязки,text_1,Улюкаев пригрозил наказать Украину за латентную ассоциацию с ЕС,text_2,-1,class
1137,26811,id,36389,id_1,36390,id_2,Китай — не выход для России в решении кризиса с Западом,text_1,Россельхознадзор: Китай возобновляет поставки свинины в Россию,text_2,-1,class
1138,26812,id,36391,id_1,36392,id_2,Невский проспект могут сделать пешеходным от Большой Морской до Думской улицы,text_1,"Борисов: модернизация позволит ""Севмашу"" построить авианосец",text_2,-1,class
1139,26815,id,36393,id_1,36379,id_2,Российский закон о нежелательных организациях огорчил европейского омбудсмена,text_1,"Совфед одобрил закон о ""нежелательных организациях""",text_2,-1,class
1140,26816,id,36273,id_1,36393,id_2,"Путин рассмотрит закон о ""нежелательных организациях""",text_1,Российский закон о нежелательных организациях огорчил европейского омбудсмена,text_2,-1,class
1141,26817,id,36394,id_1,36395,id_2,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_1,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_2,-1,class
1142,26818,id,36396,id_1,36394,id_2,Песков: Кремль не является частью дискуссии о переносе выборов в ГД,text_1,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_2,-1,class
1148,26824,id,36406,id_1,36405,id_2,Комитет ГД не получал предложений о переносе парламентских выборов,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
1149,26825,id,36407,id_1,36405,id_2,Ковалев: перенос выборов в ГД поможет сэкономить финансы,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
1150,26826,id,36408,id_1,36405,id_2,Минх: пока нет оснований ставить вопрос о переносе выборов в ГД,text_1,Песков: Кремль не участвует в дискуссиях по переносу выборов в ГД,text_2,-1,class
1151,26841,id,36409,id_1,36410,id_2,Малкин возглавил медиарейтинг хоккеистов сборной России по итогам ЧМ,text_1,Хоккеист сборной России уехал в НХЛ,text_2,-1,class
1153,26847,id,36415,id_1,36416,id_2,Кремль пообещал ответить на появление элементов ПРО США на Украине,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
1154,26848,id,36417,id_1,36416,id_2,Турчинов заявил о возможности размещения элементов системы ПРО на Украине,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
1155,26849,id,36418,id_1,36416,id_2,"В СФ не верят, что на Украине действительно разместят компоненты ПРО",text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
1157,26852,id,36421,id_1,36416,id_2,В ГД сочли спекулятивным заявление Турчинова о размещении ПРО США,text_1,США исключили размещение компонентов ПРО на Украине,text_2,-1,class
1164,26865,id,36432,id_1,36431,id_2,Ставка на падение: стоит ли держать деньги на рублевых вкладах,text_1,Сбербанк понизил ставки по рублевым вкладам,text_2,-1,class
1166,26876,id,36435,id_1,36436,id_2,"Шаманов: учения России, Белоруссии и Сербии пройдут в сентябре",text_1,GM перенесет сборку Opel и Chevrolet из России в Белоруссию,text_2,-1,class
1167,26877,id,36395,id_1,36437,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Чуров опроверг возможность экономии на переносе выборов,text_2,-1,class
1169,26879,id,36440,id_1,36441,id_2,Спикер Госдумы: санкции вредят отношениям России и Японии,text_1,Спикер Госдумы назвал условие визита Путина в Японию,text_2,-1,class
1170,26880,id,36394,id_1,36442,id_2,Кремль и Госдума подтвердили начало дискуссии о переносе выборов,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
1171,26881,id,36443,id_1,36442,id_2,Матвиенко выступила за перенос выборов в Госдуму на сентябрь 2016 года,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
1172,26882,id,36395,id_1,36442,id_2,Матвиенко поддерживает возможность переноса выборов в Госдуму,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
1173,26884,id,36407,id_1,36442,id_2,Ковалев: перенос выборов в ГД поможет сэкономить финансы,text_1,Нарышкин поддержал перенос выборов в Госдуму,text_2,-1,class
1174,26885,id,36445,id_1,36446,id_2,Очередная колонна с гумпомощью из РФ отправится в Донбасс в четверг,text_1,В Донбасс отправлен очередной гуманитарный конвой,text_2,-1,class
1176,26894,id,36392,id_1,36449,id_2,"Борисов: модернизация позволит ""Севмашу"" построить авианосец",text_1,"РњРѕСЃРєРІРёС‡РєР° РЅР°С€Р»Р° СЃРІРѕРµРіРѕ РѕС‚С†Р°, СѓРјРµСЂС€РµРіРѕ РїРѕР»С‚РѕСЂР° РіРѕРґР° РЅР°Р·Р°Рґ",text_2,-1,class
1178,26896,id,36444,id_1,36450,id_2,"Политологи: перенос выборов в Госдуму логичен, но снизит интерес к ним",text_1,Нарышкин назвал «разумным» возможный перенос выборов в Госдуму,text_2,-1,class
1179,26897,id,36390,id_1,36451,id_2,Россельхознадзор: Китай возобновляет поставки свинины в Россию,text_1,Россельхознадзор разрешил двум украинским заводам ввозить сыр в Россию,text_2,-1,class
1180,26898,id,36452,id_1,36453,id_2,Константин Сонин: О российских деньгах и военных химерах,text_1,Сенат Польши поддержал инициативу президента о всенародном референдуме,text_2,-1,class
1182,26900,id,36456,id_1,36457,id_2,Дело о халатности возбудили после ДТП в Нижегородской области,text_1,В ДТП в Нижегородской области погиб председатель Федерации карате Татарстана,text_2,-1,class
1187,26907,id,36466,id_1,36467,id_2,"Президент Израиля примкнул к хору критиков ""автобусной сегрегации""",text_1,Создатели World of Tanks объединились с разработчиками «Веселой фермы»,text_2,-1,class
1189,26909,id,36470,id_1,36471,id_2,СК предъявил обвинение экс-губернатору Брянской области,text_1,Брянский экс-губернатор отверг обвинения в коррупции,text_2,-1,class
1192,26916,id,36476,id_1,36477,id_2,МИД: сотрудники посольства России в Сирии не пострадали при обстреле,text_1,В Сирии второй раз за неделю обстреляли посольство России,text_2,-1,class
1196,26921,id,36484,id_1,36485,id_2,"СМИ: активисты ""финансового майдана"" заблокировали выходы из Рады",text_1,Участники «финансового майдана» начали штурм Рады,text_2,-1,class
1197,26923,id,36486,id_1,36487,id_2,"Движение в Риге парализовано из-за саммита ""Восточного партнерства""",text_1,Вопрос об «аннексии Крыма» расколол саммит «Восточного партнерства»,text_2,-1,class
1198,26924,id,36488,id_1,36487,id_2,Саммит Восточного партнерства начинается в Риге,text_1,Вопрос об «аннексии Крыма» расколол саммит «Восточного партнерства»,text_2,-1,class
1200,26926,id,36491,id_1,36492,id_2,"Маркин за 2014 год заработал чуть более 6,8 миллиона рублей",text_1,"Бастрыкин в 2014 году заработал 7,5 млн руб.",text_2,-1,class
1202,26928,id,36428,id_1,36492,id_2,Поклонская заработала за прошлый год около двух миллионов рублей,text_1,"Бастрыкин в 2014 году заработал 7,5 млн руб.",text_2,-1,class
1208,26936,id,36502,id_1,36501,id_2,Учения России и Китая в Средиземном море достигли кульминации,text_1,Россия и Китай завершили военные учения в Средиземном море,text_2,-1,class
1210,26938,id,36484,id_1,36505,id_2,"СМИ: активисты ""финансового майдана"" заблокировали выходы из Рады",text_1,"Рада не смогла удовлетворить требования ""Финансового майдана""",text_2,-1,class
1212,26945,id,36508,id_1,36509,id_2,Лавров и Керри обсудили конфликт на Украине после переговоров в Сочи,text_1,Лавров обсудил с Керри ситуацию в Сирии и Йемене,text_2,-1,class
1216,26952,id,36510,id_1,36513,id_2,Лавров и Керри обсудили запуск мирного процесса в Сирии и Йемене,text_1,Лавров и Керри по телефону обсудили конфликт на Украине,text_2,-1,class
1219,26957,id,36474,id_1,36517,id_2,Бывшего руководителя РКК «Энергия» отправили под домашний арест,text_1,Бывшего брянского губернатора отправили под домашний арест,text_2,-1,class
1221,26959,id,36520,id_1,36519,id_2,Нарышкин: в Японии начинают осознавать необходимость диалога с Россией,text_1,Нарышкин назвал вопрос Курил раздражителем в отношениях России и Японии,text_2,-1,class
1222,26960,id,36440,id_1,36519,id_2,Спикер Госдумы: санкции вредят отношениям России и Японии,text_1,Нарышкин назвал вопрос Курил раздражителем в отношениях России и Японии,text_2,-1,class
1223,26961,id,36521,id_1,36519,id_2,"Нарышкин не ответил на вопрос, встретится ли он с премьером Японии",text_1,Нарышкин назвал вопрос Курил раздражителем в отношениях России и Японии,text_2,-1,class
1225,26963,id,36524,id_1,36523,id_2,Суд засекретил аресты по делу о вымогательстве в «Матросской тишине»,text_1,Арестованы шестеро фигурантов дела о вымогательстве в «Матросской тишине»,text_2,-1,class
1228,26968,id,36528,id_1,36529,id_2,"В Общественной палате допустили, что можно обсуждать многоженство",text_1,Двое детей могли стать жертвами авиаудара сил коалиции в Сирии,text_2,-1,class
1229,26970,id,36468,id_1,36530,id_2,Пожар в вагоне электрички произошел на юго-востоке Москвы,text_1,"Пожар произошел в гостинице ""Москва"" вблизи Кремля",text_2,-1,class
1234,26979,id,36492,id_1,36539,id_2,"Бастрыкин в 2014 году заработал 7,5 млн руб.",text_1,Набиуллина заработала за год почти 22 миллиона рублей,text_2,-1,class
1235,26980,id,36491,id_1,36539,id_2,"Маркин за 2014 год заработал чуть более 6,8 миллиона рублей",text_1,Набиуллина заработала за год почти 22 миллиона рублей,text_2,-1,class
1236,26981,id,36493,id_1,36539,id_2,"Глава СК Бастрыкин за год заработал 7,5 миллиона рублей",text_1,Набиуллина заработала за год почти 22 миллиона рублей,text_2,-1,class
1247,26997,id,36514,id_1,36557,id_2,"Активисты ""финансового Майдана"" в Киеве не уходят от здания парламента",text_1,СМИ сообщили о задержании 12 активистов «финансового Майдана»,text_2,-1,class
1253,27011,id,36568,id_1,36569,id_2,После проверки счетной палаты в отношении главы петербургского метрополитена возбуждено дело. Ущерб бюджету - 466 миллионов,text_1,В «Петербургском метрополитене» вновь прошли обыски,text_2,-1,class
1258,27016,id,36574,id_1,36572,id_2,Обыски вновь проходят в офисе метрополитена Петербурга,text_1,СК после обысков арестовал деньги и имущество главы метро Петербурга,text_2,-1,class
1263,27023,id,36524,id_1,36578,id_2,Суд засекретил аресты по делу о вымогательстве в «Матросской тишине»,text_1,Сотрудники «Матросской тишины» арестованы по делу о вымогательстве,text_2,-1,class
1267,27031,id,36580,id_1,36581,id_2,Насир: отказ Эббота принять мигрантов из Мьянмы и Бангладеш лицемерен,text_1,Более 200 мигрантов из Бангладеш спасены у берегов Мьянмы,text_2,-1,class
1269,27033,id,36493,id_1,36584,id_2,"Глава СК Бастрыкин за год заработал 7,5 миллиона рублей",text_1,Доход главы Конституционного суда за год вырос почти на миллион рублей,text_2,-1,class
1285,27056,id,36607,id_1,36608,id_2,«Бойцы ГРУ» рассказали ОБСЕ о приказе отправиться на Украину,text_1,Amnesty International рассказала о пытках на Украине,text_2,-1,class
1286,27057,id,36609,id_1,36608,id_2,AI призывает стороны конфликта на Украине не допускать пыток пленных,text_1,Amnesty International рассказала о пытках на Украине,text_2,-1,class
1287,27059,id,36610,id_1,36611,id_2,СМИ: новый фигурант появился в деле об убийстве Немцова,text_1,Адвокат опроверг появление нового фигуранта в деле об убийстве Немцова,text_2,-1,class
1288,27060,id,36592,id_1,36611,id_2,СМИ: В деле Немцова появился новый фигурант,text_1,Адвокат опроверг появление нового фигуранта в деле об убийстве Немцова,text_2,-1,class
1290,27070,id,36487,id_1,36614,id_2,Вопрос об «аннексии Крыма» расколол саммит «Восточного партнерства»,text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,-1,class
1292,27072,id,36616,id_1,36614,id_2,"Cледующий саммит ""Восточного партнерства"" может пройти в Молдавии",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,-1,class
1293,27073,id,36617,id_1,36614,id_2,"Церар: саммит ""Восточного партнерства"" не направлен против России",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,-1,class
1295,27075,id,36618,id_1,36614,id_2,"Юнкер: саммит ""Восточного партнерства"" не направлен против России",text_1,Опубликована итоговая декларация саммита «Восточного партнерства»,text_2,-1,class
1298,27080,id,36621,id_1,36622,id_2,Госдума окончательно примет законопроект об амнистии капиталов,text_1,Депутаты не смогли принять закон об амнистии капиталов с первой попытки,text_2,-1,class
1305,27121,id,36626,id_1,36631,id_2,"В документе ""Восточного партнерства"" ЕС заявил об ""аннексии"" Крыма",text_1,Крым не помеха: о чем договорились на саммите «Восточного партнерства»,text_2,-1,class
1306,27122,id,36617,id_1,36631,id_2,"Церар: саммит ""Восточного партнерства"" не направлен против России",text_1,Крым не помеха: о чем договорились на саммите «Восточного партнерства»,text_2,-1,class
1308,27124,id,36618,id_1,36631,id_2,"Юнкер: саммит ""Восточного партнерства"" не направлен против России",text_1,Крым не помеха: о чем договорились на саммите «Восточного партнерства»,text_2,-1,class
1309,27125,id,36632,id_1,36633,id_2,Госдума может лишить мандата осужденного депутата от КПРФ Ширшова,text_1,Госдума лишила мандата осужденного депутата от КПРФ,text_2,-1,class
1311,27127,id,36615,id_1,36635,id_2,"В декларации ""Восточного партнерства"" призвали к выполнению Минска-2",text_1,Минск поддержал декларацию «Восточного партнерства» с «оговоркой»,text_2,-1,class
1312,27128,id,36562,id_1,36635,id_2,"Вопрос Крыма затронут в декларации саммита ""Восточное партнерство""",text_1,Минск поддержал декларацию «Восточного партнерства» с «оговоркой»,text_2,-1,class
1313,27129,id,36636,id_1,36637,id_2,Сбивший байкера водитель согласился явиться в полицию,text_1,Полиция Москвы: Водитель BMW не уйдет от ответа за гибель байкера,text_2,-1,class
1314,27130,id,36638,id_1,36639,id_2,Госдума приняла закон об амнистии капиталов,text_1,"Госдума приняла закон, уточняющий порядок эвакуации автомобилей",text_2,-1,class
1315,27131,id,36640,id_1,36638,id_2,Госдума может принять закон о порядке эвакуации автомобилей,text_1,Госдума приняла закон об амнистии капиталов,text_2,-1,class
1321,27137,id,36648,id_1,36649,id_2,МИД: Лукашенко не присутствовал на саммите в Риге из-за занятости,text_1,МИД России назвал саммит в Риге старой песней,text_2,-1,class
1322,27138,id,36650,id_1,36649,id_2,МИД: саммит в Риге способствовал оживлению диалога Белоруссии с ЕС,text_1,МИД России назвал саммит в Риге старой песней,text_2,-1,class
1323,27139,id,36651,id_1,36649,id_2,В Совфеде отметили смягчение позиции ЕС по России после саммита в Риге,text_1,МИД России назвал саммит в Риге старой песней,text_2,-1,class
1330,27159,id,36661,id_1,36662,id_2,"СМИ: Россия и Франция договорятся о ""Мистралях"" на следующей неделе",text_1,Роспотребнадзор пояснил причины закрытия «Макдоналдса» на ВДНХ,text_2,-1,class
1336,27168,id,36634,id_1,36672,id_2,"Минск не будет использовать ""Восточное партнерство"" в ущерб России",text_1,В Госдепартаменте заявили о давлении России на страны «Восточного партнерства»,text_2,-1,class
1337,27169,id,36617,id_1,36672,id_2,"Церар: саммит ""Восточного партнерства"" не направлен против России",text_1,В Госдепартаменте заявили о давлении России на страны «Восточного партнерства»,text_2,-1,class
1339,27171,id,36675,id_1,36674,id_2,"В Британии произошло землетрясение магнитудой 4,2",text_1,"У Соломоновых островов произошло землетрясение магнитудой 6,9",text_2,-1,class
1341,27173,id,36678,id_1,36679,id_2,"ЕАБР потребовал в суде от ""Мечел-Майнинг"" два миллиарда рублей",text_1,Суд повторно арестовал 10 млрд руб. у засудившего IKEA бизнесмена,text_2,-1,class
1355,27200,id,36709,id_1,36710,id_2,В Каннах Депардье рассказал о своем отношении к России и Украине,text_1,Шарапова рассказала о своем отношении к водке,text_2,-1,class
1358,27204,id,36714,id_1,36713,id_2,"Водитель, сбивший байкера в Москве, задержан следствием",text_1,Следствие попросило арестовать сбившего байкера водителя BMW,text_2,-1,class
1362,27208,id,36718,id_1,36719,id_2,Путин подписал закон о нежелательных неправительственных организациях,text_1,"Путин подписал закон о включении в состав ""Сколково"" арендуемых земель",text_2,-1,class
1365,27214,id,36724,id_1,36725,id_2,Путин подписал закон о нежелательных иностранных организациях,text_1,Путин разрешил закрывать нежелательные организации,text_2,-1,class
1367,27216,id,36726,id_1,36725,id_2,"Путин подписал закон о ""нежелательных"" иностранных организациях в РФ",text_1,Путин разрешил закрывать нежелательные организации,text_2,-1,class
1370,27220,id,36732,id_1,36731,id_2,"Финал конкурса ""Евровидение"". Онлайн-репортаж",text_1,Россия завоевала второе место на конкурсе «Евровидение»,text_2,-1,class
1371,27221,id,36727,id_1,36733,id_2,"Полина Гагарина выступила в финале ""Евровидения-2015""",text_1,Гагарина боялась выступать в финале «Евровидения»,text_2,-1,class
1376,27226,id,36724,id_1,36742,id_2,Путин подписал закон о нежелательных иностранных организациях,text_1,Госдеп раскритиковал российский закон о нежелательных организациях,text_2,-1,class
