,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
1613,27679,id,37011,id_1,37119,id_2,ЦБ запретил «Росгосстраху» продавать полисы ОСАГО,text_1,В ЦБ назвали нелегитимной продажу «Росгосстрахом» новых полисов ОСАГО,text_2,1,class
1623,27712,id,37136,id_1,37137,id_2,ИГ казнило в Пальмире 20 человек на руинах древнеримского театра,text_1,Боевики ИГ на глазах у зрителей казнили 20 человек в римском театре в Пальмире,text_2,1,class
1631,27726,id,37147,id_1,37148,id_2,Блаттер: ФИФА приветствует расследование в отношении организации,text_1,Блаттер приветствовал антикоррупционное расследование в ФИФА,text_2,1,class
1634,27732,id,37150,id_1,37151,id_2,"РКК ""Энергия"" запатентовала укороченную схему полета кораблей РФ к МКС",text_1,"РКК ""Энергия"" запатентовала укороченную схему полета кораблей к МКС",text_2,1,class
1635,27733,id,37152,id_1,37153,id_2,Москва призвала МИД Украины воздержаться от информационных вбросов,text_1,МИД России призвал Киев воздерживаться от информационных вбросов,text_2,1,class
1636,27734,id,37154,id_1,37153,id_2,Москва призывает МИД Украины воздерживаться от информационных вбросов,text_1,МИД России призвал Киев воздерживаться от информационных вбросов,text_2,1,class
1651,27751,id,37146,id_1,37170,id_2,Марадону обрадовали сообщения об аресте чиновников ФИФА,text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,1,class
1653,27753,id,37171,id_1,37170,id_2,"Марадона заявил, что наслаждался, наблюдая за арестами чиновников ФИФА",text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,1,class
1654,27754,id,37172,id_1,37173,id_2,Прокуратура потребовала семь лет тюрьмы для друга Царнаева,text_1,Друга Царнаева прокуроры попросили осудить на 7 лет тюрьмы,text_2,1,class
1658,27762,id,37177,id_1,37178,id_2,Рик Санторум стал еще одним кандидатом-республиканцем в президенты США,text_1,Рик Санторум решил баллотироваться на пост президента США,text_2,1,class
1660,27768,id,37183,id_1,37184,id_2,Би-би-си: за год у власти Порошенко стал богаче в семь раз,text_1,BBC: За год у власти Порошенко стал богаче в семь раз,text_2,1,class
1661,27769,id,37145,id_1,37185,id_2,"Антиправительственные акции прошли Лондоне, задержаны три человека",text_1,Полиция задержала трех человек на антиправительственной акции в Лондоне,text_2,1,class
1669,27780,id,37194,id_1,37193,id_2,В американском штате Небраска отменили смертную казнь,text_1,В Небраске отменили смертную казнь,text_2,1,class
1674,27791,id,37204,id_1,37205,id_2,Путин засекретил сведения о потерях военных на спецоперациях в мирное время,text_1,Путин засекретил данные о погибших военных в мирное время,text_2,1,class
1675,27792,id,37206,id_1,37207,id_2,ФСКН: США стали локомотивом ползучей легализации наркотиков в мире,text_1,ФСКН: США стали локомотивом ползучей легализации наркотиков,text_2,1,class
1683,27801,id,37210,id_1,37213,id_2,"Путин: странно, что аресты чиновников ФИФА произведены по запросу США",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,1,class
1690,27832,id,37221,id_1,37222,id_2,Минюст потребовал оштрафовать фонд «Династия»,text_1,"Минюст потребовал наказать фонд ""Династия"" по КоАП",text_2,1,class
1695,27845,id,37221,id_1,37231,id_2,Минюст потребовал оштрафовать фонд «Династия»,text_1,Минюст потребовал наказать «Династию»,text_2,1,class
1698,27855,id,37236,id_1,37237,id_2,МЧС: причиной пожара в Новодевичьем мог быть небесный фонарик,text_1,Пожар в Новодевичьем монастыре мог возникнуть из-за небесного фонарика,text_2,1,class
1708,27897,id,37256,id_1,37257,id_2,ЕС продлил на год санкции против руководства Сирии и его приближенных,text_1,ЕС продлил на год санкции против Башара Асада и его окружения,text_2,1,class
1711,27901,id,37262,id_1,37261,id_2,СК России завел дело после обстрела донецкой Горловки силовиками,text_1,СК РФ возбудил дело по факту обстрела Горловки,text_2,1,class
1712,27902,id,37263,id_1,37264,id_2,"Минздрав выступает против возвращения ""курилок"" в аэропорты",text_1,Минздрав выступил против возвращения курилок в аэропорты,text_2,1,class
1715,27907,id,37267,id_1,37268,id_2,"""Газпром"" выставит ""Нафтогазу"" счет за недобор газа в $8,2 млрд",text_1,«Газпром» потребует от Украины более $8 млрд за недобор газа,text_2,1,class
1718,27921,id,37273,id_1,37274,id_2,Путин встречается в Москве с экс-президентом Франции Жискар Д'Эстеном,text_1,Путин встретился с экс-президентом Франции Валери Жискар д`Эстеном,text_2,1,class
1720,27923,id,37277,id_1,37274,id_2,Путин встретится с экс-президентом Франции Жискар д'Эстеном,text_1,Путин встретился с экс-президентом Франции Валери Жискар д`Эстеном,text_2,1,class
1722,27932,id,37281,id_1,37282,id_2,Президент Украины подписал закон о моратории на выплату внешних долгов,text_1,Порошенко подписал закон о моратории на выплату долгов Украины,text_2,1,class
1727,27946,id,37289,id_1,37290,id_2,Ткачев: урожай зерновых в РФ в 2015 году составит минимум 100 млн тонн,text_1,Ткачев пообещал собрать 100 миллионов тонн зерна,text_2,1,class
1734,27955,id,37281,id_1,37300,id_2,Президент Украины подписал закон о моратории на выплату внешних долгов,text_1,Порошенко подписал закон о моратории на выплату внешних долгов,text_2,1,class
1735,27956,id,37298,id_1,37301,id_2,В Кремле поблагодарили пограничников ДФО за сохранение редких животных,text_1,В Кремле дальневосточных пограничников поблагодарили за охрану тигров,text_2,1,class
1741,27963,id,37303,id_1,37310,id_2,"Указ Путина о гостайне не связан с Украиной, заявил Песков",text_1,Кремль: Указ о гостайне не связан с Украиной,text_2,1,class
1758,28075,id,37338,id_1,37232,id_2,Нетрезвый байкер пробил стекло и въехал в здание аэропорта в Екатеринбурге,text_1,СМИ: пьяный байкер ворвался на мотоцикле в аэропорт Екатеринбурга,text_2,1,class
1776,28093,id,37363,id_1,37364,id_2,"Силы самообороны Японии направлены на остров, где извергается вулкан",text_1,Силы самообороны Японии направились к месту извержения вулкана,text_2,1,class
1786,28110,id,37355,id_1,37379,id_2,"Взрыв у магазина ""Рошен"" в Киеве посчитали хулиганством",text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,1,class
1789,28113,id,37381,id_1,37379,id_2,СМИ: киевская милиция считает взрыв в магазине Roshen хулиганством,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,1,class
1792,28131,id,37384,id_1,37383,id_2,СМИ: принадлежавшее Майклу Джексону ранчо продается за $100 миллионов,text_1,Ранчо Майкла Джексона выставили на продажу за 100 миллионов долларов,text_2,1,class
1793,28132,id,37385,id_1,37386,id_2,Депутат ГД предложил запретить дегустации алкоголя в торговых сетях,text_1,В Госдуме предложили запретить дегустацию алкоголя в магазинах,text_2,1,class
1794,28134,id,37387,id_1,37388,id_2,Минобороны: НАТО в Атлантике отработает перехват российских ракет,text_1,Антонов: НАТО на учениях будет отрабатывать перехват российских ракет,text_2,1,class
1795,28135,id,37349,id_1,37389,id_2,Чалый назвал выдачу земли «Ночным волкам» «нарушение здравого смысла»,text_1,Чалый усомнился в адекватности решения о передаче «Ночным волкам» земли в Крыму,text_2,1,class
1809,28165,id,37412,id_1,37413,id_2,Греф остался президентом Сбербанка,text_1,Греф переизбран главой Сбербанка на третий срок,text_2,1,class
1810,28166,id,37414,id_1,37415,id_2,"Источник: Франция ставит перед РФ неприемлемые условия по ""Мистралям""",text_1,На переговорах о «Мистралях» Франция выдвинула «неприемлемые условия»,text_2,1,class
1816,28172,id,37423,id_1,37424,id_2,ЛГБТ-активисты потребовали взыскать с Милонова два миллиона,text_1,ЛГБТ-активисты через суд потребовали с Милонова два миллиона рублей,text_2,1,class
1821,28197,id,37436,id_1,37433,id_2,Лавров: арестованные на Украине россияне чувствуют себя хорошо,text_1,МИД РФ: Задержанные на Украине россияне чувствуют себя хорошо,text_2,1,class
1822,28203,id,37439,id_1,37440,id_2,Власти России решили облегчить миграционный режим для граждан Киргизии,text_1,Правительство России одобрило облегчение миграционного режима с Киргизией,text_2,1,class
1823,28204,id,37441,id_1,37440,id_2,Правительство России облегчило миграционный режим для граждан Киргизии,text_1,Правительство России одобрило облегчение миграционного режима с Киргизией,text_2,1,class
1824,28205,id,37442,id_1,37443,id_2,США исключили Кубу из списка стран-спонсоров терроризма,text_1,США исключили Кубу из списка спонсоров терроризма,text_2,1,class
1839,28224,id,37462,id_1,37463,id_2,"Коломойский назвал главу Минэкономразвития Украины ""обезьяной""",text_1,Коломойский назвал «обезьяной» министра экономики Украины,text_2,1,class
1841,28227,id,37461,id_1,37465,id_2,Президент ФИФА Блаттер переизбран на пятый срок,text_1,Блаттер избран президентом ФИФА на пятый срок,text_2,1,class
1853,28260,id,37472,id_1,37473,id_2,Гроза задержала самолеты в московских аэропортах,text_1,Из-за грозы в аэропортах Москвы задержаны десятки рейсов,text_2,1,class
1865,28328,id,37442,id_1,37495,id_2,США исключили Кубу из списка стран-спонсоров терроризма,text_1,США исключили Кубу из списка государств-спонсоров терроризма,text_2,1,class
1866,28329,id,37496,id_1,37495,id_2,"США исключили Кубу из списка государств, спонсирующих терроризм",text_1,США исключили Кубу из списка государств-спонсоров терроризма,text_2,1,class
1867,28330,id,37497,id_1,37498,id_2,СМИ: налоговая служба США готовит новые обвинения по делу ФИФА,text_1,Налоговая служба США пообещала новые обвинения по делу о коррупции в ФИФА,text_2,1,class
1890,28431,id,37540,id_1,37541,id_2,Около 20 стран будут участвовать в армейских играх в России в августе,text_1,В армейских играх в России примут участие около 20 стран,text_2,1,class
1896,28443,id,37485,id_1,37552,id_2,Порошенко назначил Саакашвили губернатором Одесской области,text_1,Порошенко объявил о назначении Саакашвили одесским губернатором,text_2,1,class
1897,28445,id,37554,id_1,37552,id_2,Порошенко назначил Саакашвили главой Одесской области,text_1,Порошенко объявил о назначении Саакашвили одесским губернатором,text_2,1,class
1901,28452,id,37561,id_1,37562,id_2,СК: ошибка пилота могла стать причиной падения самолета на Ставрополье,text_1,СК: На Ставрополье самолет мог упасть из-за ошибки пилота,text_2,1,class
1905,28458,id,37517,id_1,37570,id_2,"СМИ: Россия передала ЕС свой санкционный ""черный список""",text_1,МИД России передал в представительство ЕС список персон нон грата,text_2,1,class
1908,28462,id,37573,id_1,37572,id_2,Медведев о назначении Саакашвили: шапито-шоу продолжается,text_1,Медведев назвал назвачение Саакашвили одесским губернатором шапито-шоу,text_2,1,class
1911,28468,id,37578,id_1,37579,id_2,Трое зрителей погибли во время авторалли в Эстонии,text_1,Трое зрителей погибли в ходе авторалли в Эстонии,text_2,1,class
1912,28472,id,37585,id_1,37586,id_2,"Аракчи: очередная встреча ""шестерки"" и Ирана состоится в Вене 4 июня",text_1,"Новые переговоры Ирана и ""шестерки"" состоятся в Вене 4 июня",text_2,1,class
1913,28473,id,37587,id_1,37588,id_2,Источник в МИД: Россия ввела визовые ограничения в ответ на санкции,text_1,Визовые ограничения со стороны России стали ответом Москвы на санкции ЕС,text_2,1,class
1915,28479,id,37584,id_1,37593,id_2,Саркози раскритиковал Олланда за отказ от посещения Парада Победы,text_1,Саркози осудил отказ Олланда приехать в Москву на День Победы,text_2,1,class
1916,28481,id,37594,id_1,37595,id_2,Почти 30 человек стали жертвами взрыва в мечети в Нигерии,text_1,Не менее 26 человек погибли в результате теракта в мечети в Нигерии,text_2,1,class
1918,28483,id,37596,id_1,37597,id_2,Пушков: Саакашвили в Грузии мог бы возглавить колонну заключенных,text_1,Пушков заявил о способности Саакашвили возглавить только колонну заключенных,text_2,1,class
1919,28485,id,37600,id_1,37601,id_2,Девять человек пострадали при пожаре в жилом доме в Петербурге,text_1,При пожаре в жилом доме в центре Санкт-Петербурга пострадали 9 человек,text_2,1,class
